"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philip Dunne","Jerry Wald","Clifford Odets","Twentieth Century Fox","Drama","English","Jul 1, 2011","1h 54m","Stereo","A young Southern man with a troubled family life, Glenn Tyler (Elvis Presley) is forced to go on probation after a big brawl with his brother. Working with lovely counselor Irene Sperry (Hope Lange), Glenn tries to get his life back on track and decides that he wants to be a writer. Problems arise when the nosy citizens of his tiny town think that Glenn is involved with Irene, even though he has been pursuing romance with girls his own age, including Betty Lee Parsons (Millie Perkins).",50,58,"Wild in the Country"
