"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"David R. Ellis","Barry Jossen","Julie Hickson","Walt Disney Pictures","G","Kids & Family, Adventure","English","Jan 6, 2016","$32.8M","1h 28m","Surround, Stereo","The Seaver family arrives at San Francisco International Airport to catch a flight to Canada. They check in their pets: Chance (Michael J. Fox), an American bulldog; Shadow (Ralph Waite), a golden retriever; and Sassy (Sally Field), a nervous cat. But the confused pets burst out of their carriers and escape to the city. There they fall in with a group of strays and struggle to avoid an overzealous dogcatcher. But when the trio tire of vagrancy, they set out to find their beloved owners.",56,44,"Homeward Bound II: Lost in San Francisco"
