"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Hunt","Michael Klinger","Stanley Price, Alastair Reid, Wilbur Smith","PG","Action","English","Sep 16, 2008","1h 59m","American ex-military man Col. Flynn O'Flynn (Lee Marvin) and wealthy Sebastian Oldsmith (Roger Moore) are unlikely partners in the East African ivory trade. Oldsmith woos O'Flynn's daughter, Rosa (Barbara Parkins), but on the eve of World War I, the men spend most of their time eluding occupying German troops. When the Germans kill Rosa's daughter, Oldsmith and both O'Flynns join the battle against German Cmdr. Fleischer (Reinhard Kolldehoff) and his men.",50,32,"Shout at the Devil"
