"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Pablo Trapero","Pablo Trapero","Pablo Trapero, Daniel Valenzuela","Crime, Drama","Spanish","Nov 26, 2003, Original","1h 41m","Dolby Stereo, Dolby A, Dolby SR, Dolby Digital, Surround","Locksmith Zapa (Jorge Román) lives unremarkably with his family in the countryside of Argentina -- until his corrupt boss, Polaco (Hugo Anganuzzi), frames him for a robbery. When his retired-cop father bails him out, he is sent to Buenos Aires, Argentina, as a police cadet. Under the guidance of Molinari (Víctor Hugo Carrizo) and the mentoring of Inspector Gallo (Darío Levy), Zapa rises quickly, but soon he discovers the deep corruption that pervades the Buenos Aires police force.",91,46,"El Bonaerense"
