"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"John Ford","Darryl F Zanuck","Philip Dunne","20th Century Fox","Twentieth Century Fox","Drama","English","Dec 27, 1941, Wide","Mar 1, 2013","1h 58m","Mono","Flat (1.37:1)","Huw Morgan (Roddy McDowall), the academically inclined youngest son in a proud family of Welsh coal miners, witnesses the tumultuous events of his young life during a period of rapid social change. At the dawn of the 20th century, a miners' strike divides the Morgans: the sons demand improvements, and the father (Donald Crisp) doesn't want to rock the boat. Meanwhile, Huw's eldest sister, Angharad (Maureen O'Hara), pines for the new village preacher, Mr. Gruffydd (Walter Pidgeon).",93,81,"How Green Was My Valley"
