"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jim Sheridan","Noel Pearson","Avenue Pictures Productions","PG-13","Drama","English","Dec 20, 1990, Original","Feb 26, 2002","$168.2K","1h 47m","Surround","""Bull"" McCabe (Richard Harris) has spent three decades tending a rented field on the bluffs by the sea in Ireland. When the wealthy widow who owns the plot decides to sell it, she holds an open auction to spite McCabe. A rich American (Tom Berenger) with visions of a factory on the site outbids him, and McCabe then schemes with his emotionally crippled son, Tadgh (Sean Bean), to hold on to the land -- his only consolation in a life of loss, toil and a marriage gone sour.",43,82,"The Field"
