"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"J. Lee Thompson","Allen Klein, Ely Landau","R","Drama","English","Aug 3, 2010","1h 46m","A lusty Greek shipping magnate (Anthony Quinn) courts the widow (Jacqueline Bisset) of an assassinated U.S. president.",0,27,"The Greek Tycoon"
