"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Koki Mitani","Takashi Ishihara, Hisao Masuda, Chiaki Matsushita, Kanjiro Sakura","Koki Mitani","Toho Company Ltd.","Fuji TV Movie","Comedy","Japanese","Feb 15, 1998, Wide","$11.5K","1h 43m","A Tokyo radio play becomes increasingly more absurd as its temperamental actors (Toshiaki Karasawa, Masahiko Nishimura) improvise.",88,94,"Welcome Back, Mr. McDonald"
