"Director","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Taylor","Samuel Goldwyn Company","R (Language)","Comedy","English","Oct 25, 1996, Wide","Apr 1, 2003","$342.4K","1h 33m","Sid (William Forsythe), Russell (Vincent Gallo) and Jerry (Adam Trese) are three friends in New Jersey who are struggling for money. After deciding that crime is the answer to their problems, they plan a jewelry store theft -- only to mistakenly break into a bakery next door. The three men go straight, believing they are not suited to crime. As their financial woes continue, however, they eventually agree on what they feel is a flawless scheme to rob an armored car.",64,63,"Palookaville"
