"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bigas Luna","Mate Cantero, Yves Marmion, Stéphane Sorlat, Daniel Toscan du Plantier, Martin Wiebel","Didier Decoin, Cuca Canals, Jean-Louis Benoît, Bigas Luna","Samuel Goldwyn Company","Rodeo Drive, Tornasol Films S.A.","Comedy, Drama","English","Aug 14, 1998, Wide","$330.6K","1h 38m","Surround, Dolby Digital, DTS","A married French foundry worker (Olivier Martinez) eroticizes his encounter with a woman (Aitana Sánchez-Gijón) who apparently died on the ship.",81,55,"The Chambermaid on the Titanic"
