"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"William Wyler","Samuel Goldwyn","Charles MacArthur, Ben Hecht","United Artists","Samuel Goldwyn Production, United Artists","Romance","English","Apr 13, 1939, Original","Feb 1, 2016","$593.9K","1h 43m","Surround","In this adaptation of the classic Emily Bronte novel set in 19th-century England, wealthy young Cathy Earnshaw (Merle Oberon) shares a loving bond with Heathcliff (Laurence Olivier), a poor childhood friend who now works in her stables. Unfortunately, things become complicated when the affluent Edgar Linton (David Niven) decides to pursue Cathy, and Heathcliff leaves out of resentment. Though Heathcliff returns with a self-made fortune, he realizes he may have lost Cathy in his absence.",96,85,"Wuthering Heights"
