"Director","Producer","Screenwriter","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Ken Loach","Rebecca O'Brien","Paul Laverty","Drama","English","Mar 4, 2014","1h 49m","A security contractor in Iraq rejects the official explanation of his friend's death and decides to investigate.",73,53,"Route Irish"
