"Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Kate Connor, Eric Stoltz","Kate Connor","Monterey Media","Marzipan Entertainment","R (Some Violence)","History, Drama","English","Aug 15, 2014, Limited","Apr 3, 2015","$73.7K","1h 41m","An Army barber (Eric Stoltz) and his family adjust to life next to a camp holding German POWs in World War II-era Wisconsin.",50,69,"Fort McCoy"
