"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jackie Chan","Chua Lum","Edward Tang, Cheuk-Hon Szeto, John Sheppard, Ken Lowe","R","Action","Chinese","Mar 20, 2017","1h 28m","Flat (1.85:1)","An adventurer (Jackie Chan) and his friend (Alan Tam) aid a woman (Rosamund Kwan) kidnapped by cultists seeking a set of armor with mystical powers.",71,67,"The Armour of God"
