"Director","Screenwriter","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Federico Fellini","Michelangelo Antonioni, Federico Fellini","Comedy, Adventure","Italian","Sep 6, 1952, Original","Dec 25, 2019","Apr 29, 2003","$50.8K","1h 23m","In Italy, small-town newlyweds Wanda (Brunella Bovo) and Ivan Cavalli (Leopoldo Trieste) embark on their honeymoon in the big city of Rome. Ivan dutifully wants to keep appointments with family and church, but Wanda is only interested in meeting her favorite photo-strip star known as ""The White Sheik"" (Alberto Sordi). While Wanda impetuously sneaks away to locate the object of her affections, disconsolate Ivan tries his hardest to keep up appearances with the couple's relatives.",100,75,"The White Sheik"
