"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Brooks","Freddie Fields","Richard Brooks, Judith Rossner","Paramount Pictures","Paramount","R","Mystery & Thriller","English","Jan 7, 1977, Wide","2h 15m","Raised in a strict Catholic family, Theresa (Diane Keaton) teaches deaf children during the day and cruises singles bars and discos at night. Theresa favors rough sex with random suitors, ignoring the advances of well-meaning but nerdy social worker James (William Atherton). Instead, Theresa pursues the likes of Tony (Richard Gere), whose threatening knife and swagger excite her. Theresa indulges in increasingly dangerous encounters, putting her life at risk.",61,74,"Looking for Mr. Goodbar"
