"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Irwin Winkler","Irwin Winkler, Jane Rosenthal","Gerald Kersh, Richard Price","20th Century Fox","Tribeca Productions, Penta Films S.L.","R","Crime, Drama","English","Oct 16, 1992, Original","$6.2M","1h 38m","Dolby, Surround, Stereo","Harry Fabian (Robert De Niro) is a crooked lawyer running cons all over New York City. After he fails at a boxing scam, he finds himself in dire financial straits and takes a loan from a merciless moneylender named Mr. Peck (Eli Wallach). When he needs help paying Peck back, Harry turns to Helen (Jessica Lange), a married waitress he is sleeping with. He begins to plot one last con -- that double-crosses many of his allies. With no friends left around town, Harry's luck goes from bad to worse.",57,31,"Night and the City"
