"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Lucio Fulci","Lucio Fulci, Roberto Gianviti, Dardano Sacchetti","Rizzoli Film","R","Horror, Mystery & Thriller","Italian","Apr 17, 2020","1h 28m","A young woman can see into the future and is horrified when she sees the circumstances surrounding her own death.",100,69,"The Psychic"
