"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Phil Karlson","Lewis J. Rachmil","William Bowers, Leonard Kantor","Columbia Pictures","Columbia Pictures Corporation","Crime, Drama","English","Mar 19, 1955, Original","1h 37m","Mono","35mm","Model Sherry Conley (Ginger Rogers) is offered a chance to get out of jail in return for testifying against mobster Benjamin Costain (Lorne Greene). She is taken to a hotel room to hide until it is time for her testimony, and a romance begins to blossom between the superficially hard-boiled Sherry and police officer Vince Striker (Brian Keith). With time before the trial running out, Costain will stop at nothing to kill her before she can reach the witness stand.",67,56,"Tight Spot"
