"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jean Cocteau","Jean Thuillier","Jean Cocteau, Jean Cocteau","Les Editions Cinégraphiques","Fantasy","French (France)","1h 17m","Realizing he is not long for this world, an aging 18th century poet (Jean Marais) travels through time in search of divine wisdom. In a mysterious, possibly post-apocalyptic wasteland, he has a series of enigmatic and surreal encounters with symbolic phantoms (Roger Blin, Brigitte Bardot, Marie Déa) with whom he muses about the nature of art and his own career. Ultimately, the poet strives to achieve his own rebirth as an immortal celestial being.",89,82,"Testament of Orpheus"
