"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Anthony Drazan","Jeff Dowd, Charles Mitchell, William F. Willett","Anthony Drazan","Triumph Releasing Corporation","Ixtlan Corporation","R","Romance","English","Oct 23, 1992, Limited","Jun 18, 2002","$1.1M","1h 40m","Surround","A Jewish boy (Michael Rapaport) loves a black girl (N'Bushe Wright) from New York despite critics in their Detroit neighborhood.",75,69,"Zebrahead"
