"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jack Hill","Buzz Feitshans","Jack Hill","American International Pictures (AIP)","R","Crime, Drama","English","Apr 5, 1974, Limited","Nov 30, 2016","1h 31m","Mono","35mm","Unable to pay back the $20,000 he owes the mob, small-time hustler Link (Antonio Fargas) instead gives up the identity of an undercover cop (Terry Carter) who happens to be dating his sister, Foxy Brown (Pam Grier). When gangsters later kill the cop, Foxy is quick to make the connection and swears vengeance. Posing as a prostitute, and with the help of a group of neighborhood vigilantes, she gradually tracks down the hit men, their Mafia bosses and her own brother.",64,66,"Foxy Brown"
