"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Rivette","Georges de Beauregard","Jean Gruault, Jacques Rivette","Rome Paris Films, Société Nouvelle de Cinématographie","Drama","French (France)","Jan 4, 2019","Jan 17, 2020","$30.2K","2h 35m","Suzanne (Anna Karina) unwillingly joins a religious order, but the presence of the kindly mother superior, Mme. de Moni (Micheline Presle), makes life seem bearable. When Mme. de Moni dies, though, she is replaced by Sister Sainte-Christine (Francine Bergé), a sadistic disciplinarian with a grudge against Suzanne. Suzanne obtains a transfer to a different convent -- until she discovers that her new abbess, Mme. de Chelles (Liselotte Pulver), is a sexual predator.",86,80,"The Nun"
