"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Elia Kazan","Darryl F Zanuck","Laura Z. Hobson, Moss Hart","20th Century Fox","Twentieth Century Fox","Drama","English","Nov 11, 1947, Wide","Mar 1, 2013","1h 58m","Mono","Flat (1.37:1)","When journalist Phil Green (Gregory Peck) moves to New York City, he takes on a high-profile magazine assignment about anti-Semitism. In order to truly view things from an empathetic perspective, he pretends to be a Jew and begins to experience many forms of bigotry, both firsthand and through a Jewish friend, Dave Goldman (John Garfield). Phil soon falls in love with beautiful Kathy Lacy (Dorothy McGuire), but their relationship is complicated by his unusual endeavor.",82,78,"Gentleman's Agreement"
