"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Joseph Vilsmaier","Joseph Vilsmaier","R","Drama, Romance, Musical","German","$8.9K","2h 8m","Surround","Relationships with a woman (Dana Vavrova) and an adoring friend (Ben Becker) overwhelm a 19th-century Austrian peasant (Andre Eisermann), a musical genius.",71,79,"Brother of Sleep"
