"Director","Producer","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Almereyda","Mary Sweeney, Amy Hobby","R","Horror","English","Sep 27, 2005","1h 35m","Surround","After her father, Dracula, is killed, vampire Nadja (Elina Lowensohn) launches a feud against her father's murderer, Dr. Van Helsing (Peter Fonda). Nadja begins her revenge by attempting to seduce Van Helsing's daughter, Lucy (Galaxy Craze). But Van Helsing has also recruited Lucy's twin brother (Jared Harris), his son (Martin Donovan) and his other children to bring down the vampires. As the family conspires against Nadja, she proves that she won't be so easily defeated.",64,67,"Nadja"
