"Director","Production Co","Genre","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alan Crosland","Warner Bros.","Adventure","Jan 1, 2009","1h 51m","The famous playboy Don Juan (John Barrymore) grows up believing women only lead a man to ruin, and therefore spends his days treating them as conquests. When the duplicitous Lucrezia Borgia (Estelle Taylor) attempts to ensnare Don Juan, and he rebuffs her advances in order to pursue the virtuous and innocent Adriana della Varnese (Mary Astor), Lucrezia plots to ruin Don Juan's budding true love by threatening Adriana's father and manipulating Don Juan toward committing murder.",100,60,"Don Juan"
