"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lasse Hallström","Griffin Dunne, Amy Robinson","Universal Pictures","Universal Pictures, Cinecom Entertainment Group","R","Comedy, Drama","English","Jan 18, 1991, Original","Dec 28, 2004","$14.3M","1h 54m","Surround","Renata Bella (Holly Hunter) has no career prospects, her fiancé just broke up with her and she still lives with her parents although she is in her 30s. Desperate for direction in life, she attends a seminar on real estate sales. There she meets the brash, successful and arrogant salesman Sam Sharpe (Richard Dreyfuss). The two marry, but the brash quality that attracted her to Sam is off-putting her family, particularly with her strong-willed father, Joe (Danny Aiello).",67,73,"Once Around"
