"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Irving Rapper","Jack L. Warner, Hal B. Wallis","Warner Bros. Pictures","Warner Bros.","Drama","English","Nov 1, 1941, Original","1h 48m","After hearing an evangelist preach, William Spence (Fredric March) abandons his dream of becoming a doctor in favor of studying for the clergy. Once ordained, he and his new wife, Hope (Martha Scott), begin a series of moves from one small-town church to another, each with a new set of challenges, not the least of which is the general orneriness of their parishioners. Along the way, they have three children, and William gradually becomes more flexible about church doctrine.",100,56,"One Foot in Heaven"
