"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Masato Ide, Ryûzô Kikushima, Akira Kurosawa, Hideo Oguni, Shûgorô Yamamoto","Kurosawa Production","Drama","Japanese","Dec 19, 1965, Wide","Jul 16, 2002","3h 5m","Stereo","Scope (2.35:1)","Aspiring to an easy job as personal physician to a wealthy family, Noboru Yasumoto (Yûzô Kayama) is disappointed when his first post after medical school takes him to a small country clinic under the gruff doctor Red Beard (Toshirô Mifune). Yasumoto rebels in numerous ways, but Red Beard proves a wise and patient teacher. He gradually introduces his student to the unglamorous side of the profession, ultimately assigning him to care for a prostitute (Terumi Niki) rescued from a local brothel.",75,95,"Red Beard"
