"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Tobias Lindholm","Scott Franklin, Darren Aronofsky, Michael A. Jackman","Krysty Wilson-Cairns","Netflix","FilmNation Entertainment, Protozoa Pictures","R","Crime, Drama, Biography","English","Oct 19, 2022, Limited","Oct 26, 2022","1h 56m","Dolby Digital","Scope (2.35:1)","Suspicious that her colleague is responsible for a series of mysterious patient deaths, a nurse risks her own life to uncover the truth in this gripping thriller based on true events.",74,76,"The Good Nurse"
