"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Craig R. Baxley","Yoram Ben-Ami, Dan Malmuth","Walter Doniger","Stone Group Pictures","R","Action","English","Jun 12, 2007","$8.2M","1h 33m","Surround","An unorthodox policeman (Brian Bosworth) joins and then destroys a crazed biker's (Lance Henriksen) gang for the FBI.",30,63,"Stone Cold"
