"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sidney J. Furie","Jean-Marc Félio","Milagro Films","R","Action","English","Oct 5, 2016","1h 30m","The head of the Louisiana Mafia sends two mobsters (Casper Van Dien, Rick Fox) to New York on a dangerous assignment to collect money.",80,20,"The Collectors"
