"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Mike Nichols","Mike Nichols, Michael Hausman","20th Century Fox","ABC Productions","R","Drama","English","Dec 14, 1983, Original","Oct 7, 2003","2h 11m","This drama is based on the true story of Karen Silkwood (Meryl Streep), who works at a nuclear facility, along with her boyfriend, Drew Stephens (Kurt Russell), and their roommate, Dolly Pelliker (Cher). When Karen becomes concerned about safety practices at the plant, she begins raising awareness of violations that could put workers at risk. Intent on continuing her investigation, Karen discovers a suspicious development: She has been exposed to high levels of radiation.",76,78,"Silkwood"
