"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Pierre Melville","Euro International Film (EIA) S.p.A.","Crime, Drama","French (Canada)","Aug 1, 2010","$48.0K","1h 38m","Commissaire Edouard Coleman (Alain Delon) is a Paris police chief whose life investigating violent crimes has left him despondent. After beginning an affair with a beautiful but cold woman named Cathy (Catherine Deneuve), he befriends her boyfriend, Simon (Richard Crenna), a local nightclub owner. Unbeknownst to Edouard, however, Simon is also a ruthless bank robber and drug smuggler who is planning one final heist. Edouard is forced to pursue Simon after learning his true identity.",81,69,"Dirty Money"
