"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","United Artists","Charles Chaplin Productions","Comedy, Drama, Adventure","English","Jun 26, 1925, Wide","May 5, 2017","1h 22m","Academy (1.33:1)","In this classic silent comedy, the Little Tramp (Charles Chaplin) heads north to join in the Klondike gold rush. Trapped in a small cabin by a blizzard, the Tramp is forced to share close quarters with a successful prospector (Mack Swain) and a fugitive (Tom Murray). Eventually able to leave the cabin, he falls for a lovely barmaid (Georgia Hale), trying valiantly to win her affections. When the prospector needs help locating his claim, it appears the Tramp's fortunes may change.",100,93,"The Gold Rush"
