"Director","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Kon Ichikawa","War","Japanese","1h 40m","This Japanese film follows a soldier, Tamura (Eiji Funakoshi), who, along with hordes of other men, has been stranded in the jungles of the Philippines during the waning days of World War II. As Japan's Imperial Army faces dire conditions -- the men have been cut off from communication, and food is scarce -- gruesome realities descend. Some men go insane. Others resort to cannibalism. Amid the brutality and hopelessness, Tamura, who has tuberculosis, flees his troop and struggles to survive.",100,93,"Fires on the Plain"
