"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Yolanda Garcia Serrano","Marc Cases, Pastora Delgado","Yolanda Garcia Serrano, Juan Luis Iborra","Universal/Universal Int","R","Romance, Comedy","Spanish","Jul 11, 2003, Wide","$156.4K","1h 48m","Surround","A bartender, a film student, a prostitute, a flamenco dancer and others deal with the ups and downs of romance.",55,76,"Km. 0"
