"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Miller","Byron Kennedy","Terry Hayes, George Miller, Brian Hannant","Kennedy Miller Productions","R","Action, Adventure","English","Aug 15, 2008","1h 35m","Surround","After avenging the death of his wife and young son at the hands of a vicious gang leader, Max (Mel Gibson) drives the post-apocalyptic highways of the Australian outback, fending off attacks from nomadic tribes that prey on outsiders. Falling into an encampment led by the relatively peaceful Pappagallo (Mike Preston), Max at first schemes to steal their oil, but soon becomes the group's reluctant defender against the hulking Humungus (Kjell Nilsson) and his ruthless marauders.",94,86,"Mad Max 2: The Road Warrior"
