"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Richard Tanne","Alex Saks, Richard Tanne","Richard Tanne","Amazon Studios, Page Fifty-Four Pictures, Big Indie Pictures","R","Romance, Drama","English","Aug 20, 2020","1h 33m","Scope (2.35:1)","A high school senior falls in love with a new transfer student who hides a heartbreaking secret.",60,67,"Chemical Hearts"
