"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Gene Wilder","Richard A. Roth","Gene Wilder","20th Century Fox","PG","Comedy","English","Dec 14, 1975, Original","Apr 4, 2006","1h 31m","Sigerson Holmes (Gene Wilder) has something to prove as the lesser-known brother of famed detective Sherlock Holmes. When Sherlock and his assistant, Dr. Watson, are dispatched to Europe on assignment, Sigerson takes the opportunity to prove his mettle as a sleuth. With the aide of bug-eyed Orville Sacker (Marty Feldman) and aspiring opera singer Jenny Hill (Madeline Kahn), Sigerson attempts to crack the case of missing government documents presumed stolen by professor Moriarty (Leo McKern).",56,57,"The Adventure of Sherlock Holmes' Smarter Brother"
