"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Archie Mayo","Louis Bromfield, Vincent Lawrence, Kathryn Scola","MCA/Universal Home Video, Paramount Pictures","Paramount Pictures","Comedy, Drama","English","Oct 30, 1932, Wide","Aug 3, 2010","1h 10m","Mono","A speakeasy owner (George Raft) falls for a debutante (Constance Cummings) and hires a schoolteacher to fix his diction.",83,47,"Night After Night"
