"Director","Producer","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Gene Kelly","Frank McCarthy","20th Century Fox","Comedy","English","Sep 6, 2005","1h 29m","In this playful comedy, Paul Manning (Walter Matthau) is happily married to his beautiful wife, Ruth (Inger Stevens), but he still has a wandering eye. When he finds out that his good friend Ed Stander (Robert Morse) has been regularly cheating on his spouse, Harriet (Claire Kelly), Paul becomes intrigued by how his buddy gets away with such indiscretions, leading to a list of humorous ""rules"" for successful affairs presented by a number of high-profile guest stars.",44,70,"A Guide for the Married Man"
