"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Vince Marcello","Michele Weisler, Andrew Cole-Bulgin, Ed Glauser","Vince Marcello","Komixx Entertainment","TV-14","Romance, Comedy","English","May 11, 2018","1h 45m","Scope (2.35:1)","A high school student finds herself face-to-face with her long-term crush when she signs up to run a kissing booth at the spring carnival.",15,56,"The Kissing Booth"
