"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bernard L. Kowalski","William R. Forman","Cliff Gould, Bernard Gordon","Cinerama Productions Corp.","G","Adventure","English","Jun 10, 2018","1h 41m","A widow (Diane Baker), a diver (Brian Keith) and convicts board a captain's (Maximilian Schell) ship bound for volcanic disaster in 1883 Singapore.",0,26,"Krakatoa, East of Java"
