"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Louis Malle","Vincent Malle, Claude Nedjar","Louis Malle","Marianne Productions, Franz Seitz Filmproduktion, NEF Filmproduktion","R","Comedy, Drama","French (France)","Aug 16, 1971, Original","Mar 28, 2006","1h 58m","This loosely plotted coming-of-age tale follows the life of 15-year-old Laurent Chevalier (Benoît Ferreux) as he stumbles his way over the burgeoning swell of adolescence in 1950s France. After having his first sexual experience with a prostitute and dodging the lips of a priest (Michel Lonsdale), Chevalier contracts a case of scarlet fever. When the fever leaves him with a heart murmur, Chevalier is placed in a sanatorium, along with his over-attentive and adulterous mother (Léa Massari).",94,86,"Murmur of the Heart"
