"Director","Producer","Screenwriter","Distributor","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Wayne Wang","Donald Young, Naja Pham Lockwood","Wayne Wang, Lee Chang-rae","Strand Releasing","Drama","Oct 23, 2020, Limited","Feb 24, 2021","1h 26m","In San Francisco, a Korean-American man takes care of his dying mother and reflects upon their life, while she teaches him her traditional recipes.",92,83,"Coming Home Again"
