"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"David Steinberg","Susan Murdoch, Ilana Kukoff","Warner Brothers/Seven Arts","TV-G, G","Kids & Family, Comedy, Drama","English","Jan 5, 2016","1h 25m","Soccer-playing twins (Mary-Kate Olsen, Ashley Olsen) decide to help their father (Eric Lutes), a coach seeking a seventh championship title.",0,47,"Switching Goals"
