"Director","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Luis Buñuel","Drama","English","Aug 7, 2007","1h 35m","As jazz musician Traver (Bernie Hamilton) is fleeing a false charge of rape, he finds his way to a small island near the Carolina coast. The only inhabitants are Miller (Zachary Scott) and Evvie, the 13-year-old granddaughter of Miller's recently deceased partner. While Miller is out, Evvie meets Traver and helps him with some supplies. Later, Miller starts to make advances on Evvie, unaware that a reverend (Claudio Brook) will soon come looking for her.",100,78,"The Young One"
