"Director","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Fritz Lang","20th Century Fox","Twentieth Century Fox","Western","English","Jan 31, 1941, Wide","Mar 1, 2013","1h 34m","Engineer Edward Creighton (Dean Jagger) is part of a vast enterprise: stringing a telegraph line across America. When he has an accident in the field, Creighton is saved by bank robber Vance Shaw (Randolph Scott). Creighton later hires Shaw as a scout, despite his criminal past. As Western Union starts construction of the telegraph line through American Indian territory, Shaw's criminal past resurfaces when an old criminal cohort makes an appearance.",86,60,"Western Union"
