"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"José Luis Garci","José Luis Garci","Columbia, TriStar Pictures","PG","History, Drama","Spanish (Spain)","Oct 8, 1999, Limited","$50.0K","2h 31m","Having lost his fortune abroad, Don Rodrigo (Fernando Fernán Gómez) returns to his native Spanish village to determine which of his granddaughters is his late son's child, and which is the result of an affair. His daughter-in-law, Lucrecia (Cayetana Guillén Cuervo), refuses to help him. Determined to uncover the truth despite Lucrecia's attempts to have him shut away in a monastery, Don Rodrigo grows close to Don Pio (Rafael Alonso), his granddaughters' elderly teacher.",53,86,"The Grandfather"
