"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Eijirô Hisaita, Akira Kurosawa","Shôchiku Eiga","Drama","Japanese","Jan 15, 2008","2h 46m","In post-World War II Japan, childlike veteran Kinji (Masayuki Mori) suffers from post-traumatic stress-induced seizures, and, after treatment at a mental health institution in Okinawa, he returns to his hometown. There he meets and becomes romantically caught up with two women -- Taeko (Setsuko Hara) and Ayako (Yoshiko Kuga). Another man, Denkichi (Toshirô Mifune), is passionately in love with Taeko, too. So when Kinji begins favoring Taeko, a violent conflict erupts between the two men.",64,73,"The Idiot"
