"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Stanley Donen","Michael Grushkoff","Willard Huyck, Gloria Katz","PG","Comedy, Drama","English","Feb 1, 2011","1h 58m","Kibby Womack (Gene Hackman) and Walker Ellis (Burt Reynolds) are two best friends, riding high during Prohibition as the overseers of a major underground liquor distributor. When the men meet singer Claire (Liza Minnelli), who tells them she can get their product into hundreds of establishments, they go into business with her. Things hit a snag, though, when a love triangle develops between the three, complicating matters as they all try to stay one step ahead of the law.",30,35,"Lucky Lady"
