"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Moore","Michael Moore","Warner Bros.","Warner Brothers, Dog Eat Dog Films","R","Documentary","English","Dec 20, 1989, Wide","Jan 1, 2009","$6.3M","1h 31m","Ex-journalist Michael Moore demands answers when General Motors suddenly closes the doors of all its auto plants in the Flint, Michigan, the city where he grew up. With over 30,000 people out of work, Flint is economically devastated, and Moore aims to track down General Motors CEO Roger Smith to make him answer for his actions. While on the search, Moore also chronicles the emotional effect the closings have had on his family and friends, while violent crimes begin to skyrocket in Flint.",100,79,"Roger & Me"
