"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Aldrich","Robert Aldrich","Robert Aldrich, Lukas Heller","PG","War","English","May 25, 2004","2h 13m","During World War II, Allied forces interpreter Sam Lawson (Cliff Robertson) is called on by his superior for a dangerous mission. Up to this point, Lawson has managed to completely avoid combat. But now he must team up with some equally reluctant British soldiers, including Pvt. Tosh (Michael Caine), and travel into perilous jungle territory to destroy a Japanese communications base. The men must now face the once unthinkable prospect of becoming heroes.",57,70,"Too Late the Hero"
