"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Maria von Heland","Judy Tossell, Andrea Willson","Maria von Heland","Columbia Tristar","Deutsche Columbia Pictures Film Prod.","R","Drama","German","Sep 7, 2003, Original","1h 27m","Surround","Seeking revenge against her father's lover, a teen (Karoline Herfurth) and her best friend (Anna Maria Mühe) devise a plot against the woman's daughter (Josefine Domes).",20,73,"Big Girls Don't Cry"
