"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Fred Newmeyer","Hal Roach","Thomas J. Crizer, Sam Taylor, Hal Roach, Harold Lloyd, Jean Havez","Associated Exhibitors, Unknown Video","Hal Roach Studios Inc.","Comedy","Sep 3, 1922, Wide","Apr 17, 2020","1h 0m","Flat (1.37:1)","The residents of a small town organize a team to track down a killer on the loose. The town's entire male population joins the hunt, save one jittery youth (Harold Lloyd) who wants nothing to do with a murderer. He instead retreats to his grandma's house. She tells him a fantastic story that rouses his confidence, and hands him a talisman that supposedly holds the power of bravery. Unaware he's been given an ordinary piece of wood, the young man decides to chase the criminal by himself.",83,73,"Grandma's Boy"
