"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Mouly Surya","Esther Hornstein, Basil Iwanyk, Erica Lee","John D. Brancato, Josh Olson, Halley Wegryn Gross","Netflix","Thunder Road Pictures, Lady Spitfire","Action, Mystery & Thriller","English","Jun 21, 2024","1h 26m","Special Forces commando Parker (Jessica Alba) is on active duty overseas when she gets called back to her hometown with the tragic news that her father has suddenly died. Now the owner of the family bar, Parker reconnects with her former boyfriend-turned-sheriff Jesse (Mark Webber), his hot-tempered brother Elvis (Jake Weary) and their powerful father Senator Swann (Anthony Michael Hall), as she looks to understand what actually happened to her dad. Parker's search for answers quickly goes south and she soon finds herself at odds with a violent gang running rampant in her hometown. Unsure of who she can truly trust, Parker draws on her commando training and proves herself a force to be reckoned with as she hunts down the truth and attempts to right what has gone wrong in Swann County, with the help of her covert ops partner and hacker Spider (Tone Bell) and connected local dealer Mike (Gabriel Basso).",23,15,"Trigger Warning"
