"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Gabriele Fabbro","Fulvio Biavaschi","Gabriele Fabbro, Ydalie Turk","G&F Pictures","Drama, Romance, Mystery & Thriller","Italian","Sep 4, 2022, Limited","1h 30m","During the COVID-19 lockdown in Italy, a cynical middle-aged pipe organ restorer struggles to control her obsessive attraction to her new 20-year-old mute assistant.",100,NA,"The Grand Bolero"
