"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"David Mackenzie","Gillian Berrie, Richard Brown, Steve Golin","Bathsheba Doran, James MacInnes, David Mackenzie, Mark Bomback, David Harrower","Sigma Films, Anonymous Content, Netflix","History, Drama, Biography, War","English","Nov 9, 2018","2h 17m","Dolby Atmos","Scope (2.35:1)","After being crowned King of Scotland, legendary warrior Robert the Bruce is forced into exile by the English and leads a band of outlaws to help him reclaim the throne.",63,68,"Outlaw King"
