"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Maria Gabriela Cardenas","Maria Gabriela Cardenas, Oscar Cardenas, Amy Williams","Oscar Cardenas, Maria Gabriela Cardenas","Vertical Entertainment","Path of Thorns Entertainment","R (Nudity|Gruesome Images|A Rape|Drug Material|Sexual Content|Disturbing Violent Content|Language)","Mystery & Thriller, Crime, Drama","English","Jul 30, 2021, Limited","Jul 30, 2021","1h 20m","A guilt-ridden FBI agent, stranded in the painful memory of the abduction of his sister, will have to face-off with the cunning serial killer who took her away.",60,89,"A Dark Foe"
