"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Tim Blake Nelson","Daniel Fried, Eric Gitter, Anthony Rhulen","William Shakespeare, Brad Kaaya","Lionsgate Films","Chickie the Cop, Rhulen Entertainment, Daniel Fried Entertainment","R","Drama","English","Aug 31, 2001, Wide","May 14, 2016","$16.4M","1h 35m","Surround, Dolby Digital, DTS, SDDS","Flat (1.85:1)","Moving the classic tale of ""Othello"" onto the basketball courts of a high school, the story focuses on a young black man named Odin (Mekhi Phifer) who is convinced by a conniving best friend, Hugo (Josh Hartnett) that his girlfriend (Julia Stiles) is cheating on him. Of course, what Odin doesn't know is that Hugo is in fact motivated by his own jealousy of Odin's good fortune. It's a sticky situation in classic Shakespearean tradition.",65,58,"O"
