"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michael Mann","Michael Mann, Pieter Jan Brugge","Eric Roth, Michael Mann","Buena Vista Pictures","Buena Vista (Walt Disney)","R","Drama","English","Nov 5, 1999, Original","Aug 10, 2016","$29.0M","2h 37m","Surround","After seeking the expertise of former ""Big Tobacco"" executive Jeffrey Wigand (Russell Crowe), seasoned TV producer Lowell Bergman (Al Pacino) suspects a story lies behind Wigand's reluctance to speak. As Bergman persuades Wigand to share his knowledge of industry secrets, the two must contend with the courts and the corporations that stand between them and exposing the truth. All the while, Wigand must struggle to maintain his family life amidst lawsuits and death threats.",96,90,"The Insider"
