"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Medak","Luc Roeg","R","Crime, Drama","English","Feb 1, 2014","$83.3K","1h 59m","Surround","In this fact-based film, British working class teens Derek Bentley (Christopher Eccleston) and Chris Craig (Paul Reynolds) take to behaving like the film noir antiheroes they idolize, and Chris begins carrying a gun to look the part. Unfortunately, the boys have a run-in with a police officer that takes a tragic turn, and Derek and Chris end up on trial for murder. While Chris is still a minor and faces only a prison sentence, the older Derek will be put to death if he can't prove his innocence.",84,85,"Let Him Have It"
